cache_share_prompt,cached,completion_tokens,condition,cost_usd,dataset,disc_tok,doll_tok,final_total_cost_usd,final_total_tokens,layout,model,n_calls,prompt_tokens,q,r,raw_tok,seed,steps,success_count,violations
0.975783212161269,1476.36,4,floor,2.589345e-05,t11,335.91266666666667,345.246,2.589e-05,1517,sectioned,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1517,1,1,,0
0.975783212161269,1476.36,4,floor,2.589345e-05,t11,335.91266666666667,345.246,2.589e-05,1517,sectioned,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1517,2,1,,0
0.012994051553205552,19.66,18,floor,0.00011679525,t11,1515.27,1557.27,0.0001168,1531,single_page,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1531,0,1,,0
0.18050231328486452,273.1,18,floor,0.00010158885,t11,1312.518,1354.518,0.00010159,1531,single_page,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1531,1,1,,0
0.9761665565102445,1476.94,18,floor,2.935845e-05,t11,349.4460000000001,391.446,2.936e-05,1531,single_page,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1531,2,1,,0
0.9761665565102445,1476.94,18,floor,2.935845e-05,t11,349.4460000000001,391.446,2.936e-05,1531,wizard,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1531,0,1,,0
0.975783212161269,1476.36,4,floor,2.589345e-05,t11,335.91266666666667,345.246,2.589e-05,1517,wizard,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1517,1,1,,0
0.975783212161269,1476.36,4,floor,2.589345e-05,t11,335.91266666666667,345.246,2.589e-05,1517,wizard,z-ai/glm-5.3-flash,1,1513,,0.19999999999999998,1517,2,1,,0
0.846607415740871,90303.38,303,mid,0.00265742235,t11,34725.297999999995,35432.298,0.00265742,106968,sectioned,z-ai/glm-5.3-flash,12,106665,,0.19999999999999998,106968,0,12,,0
0.8468391579578229,90432.26,318,mid,0.0026626644,t11,34760.192,35502.192,0.00266266,107106,sectioned,z-ai/glm-5.3-flash,12,106788,,0.19999999999999998,107106,1,12,,0
0.7332243244763638,78204.24,415,mid,0.00416232135,t11,44509.61666666666,55497.618,0.00416232,107073,sectioned,z-ai/glm-5.3-flash,12,106658,,0.19999999999999998,107073,2,12,,3
0.8381165033713749,76816.73,461,mid,0.0023802966,t11,30661.621333333325,31737.288,0.0023803,92115,single_page,z-ai/glm-5.3-flash,11,91654,,0.19999999999999998,92115,0,11,,0
0.48985232412402596,44946.4,425,mid,0.00429109065,t11,56222.87533333334,57214.542,0.00429109,92180,single_page,z-ai/glm-5.3-flash,11,91755,,0.19999999999999998,92180,1,11,,0
0.8345647146098797,76499.54000000001,449,mid,0.0023970771,t11,30913.36133333333,31961.028000000002,0.00239708,92113,single_page,z-ai/glm-5.3-flash,11,91664,,0.19999999999999998,92113,2,11,,0
0.842915057633738,115686.72,724,mid,0.0036172521,t11,45420.64799999999,48230.028,0.00361725,137970,wizard,z-ai/glm-5.3-flash,14,137246,,0.19999999999999998,137970,0,14,,1
0.8738428680239619,169794.66,1894,mid,0.0051344964,t11,60366.272000000004,68459.952,0.0051345,196202,wizard,z-ai/glm-5.3-flash,17,194308,,0.19999999999999998,196202,1,17,,1
0.8468428019572496,164414.53,2633,mid,0.0057676014,t11,65251.39199999999,76901.352,0.0057676,196783,wizard,z-ai/glm-5.3-flash,17,194150,,0.19999999999999998,196783,2,17,,2
0.8639121120621993,93559.09,398,skill,0.00260822925,t11,33847.72333333333,34776.39,0.00260823,108695,sectioned,z-ai/glm-5.3-flash,12,108297,,0.19999999999999998,108695,0,12,,0
0.7045415974912377,76386.4,310,skill,0.0036258156,t11,47620.87466666666,48344.208000000006,0.00362582,108730,sectioned,z-ai/glm-5.3-flash,12,108420,,0.19999999999999998,108730,1,12,,0
0.8912944462883062,161128.21,599,skill,0.0040405562999999995,t11,52476.41733333334,53874.084,0.00404056,181379,sectioned,z-ai/glm-5.3-flash,15,180780,,0.19999999999999998,181379,2,15,,0
0.7955374613800207,74156.82,623,skill,0.00284490855,t11,34513.54733333333,37932.114,0.00284491,93839,single_page,z-ai/glm-5.3-flash,11,93216,,0.19999999999999998,93839,0,11,,1
0.6502461498074904,74310.13,423,skill,0.0042181425,t11,55254.899999999994,56241.9,0.00421814,114703,single_page,z-ai/glm-5.3-flash,12,114280,,0.19999999999999998,114703,1,12,,0
0.5150909616868089,48076.53,252,skill,0.00475107435,t11,55126.78866666667,63347.658,0.00475107,93588,single_page,z-ai/glm-5.3-flash,11,93336,,0.19999999999999998,93588,2,11,,4
0.8995281608709141,95683.71,265,skill,0.00230305185,t11,30089.02466666666,30707.358,0.00230305,106636,wizard,z-ai/glm-5.3-flash,12,106371,,0.19999999999999998,106636,0,12,,0
0.5190480618407581,55261.49,271,skill,0.00473708565,t11,62528.80866666667,63161.142,0.00473709,106738,wizard,z-ai/glm-5.3-flash,12,106467,,0.19999999999999998,106738,1,12,,0
0.8840013536506265,94039.18,330,skill,0.0024185749500000003,t11,31477.665999999997,32247.666,0.00241857,106709,wizard,z-ai/glm-5.3-flash,12,106379,,0.19999999999999998,106709,2,12,,0
0.8127351008049628,55026.23,171,told,0.00181905075,t11,23855.01,24254.010000000002,0.00181905,67876,sectioned,z-ai/glm-5.3-flash,10,67705,,0.19999999999999998,67876,0,10,,0
0.7375715128280744,50022.100000000006,168,told,0.0021271734,t11,27970.311999999998,28362.312,0.00212717,67988,sectioned,z-ai/glm-5.3-flash,10,67820,,0.19999999999999998,67988,1,10,,0
0.811895089813283,54962.05,154,told,0.0018179766,t11,23880.354666666666,24239.688000000002,0.00181798,67850,sectioned,z-ai/glm-5.3-flash,10,67696,,0.19999999999999998,67850,2,10,,0
0.28002591368063623,15668.85,395,told,0.00335524365,t11,43814.91533333333,44736.582,0.00335524,56350,single_page,z-ai/glm-5.3-flash,9,55955,,0.19999999999999998,56350,0,9,,0
0.3676932272337996,20608.47,308,told,0.0030440916,t11,39869.221333333335,40587.888,0.00304409,56356,single_page,z-ai/glm-5.3-flash,9,56048,,0.19999999999999998,56356,1,9,,0
0.7939522541679324,44431.95,336,told,0.00161530875,t11,20753.449999999997,21537.45,0.00161531,56299,single_page,z-ai/glm-5.3-flash,9,55963,,0.19999999999999998,56299,2,9,,0
0.9766127733288761,64269.91,156,told,0.00111572505,t11,14549.080666666665,14876.334,0.00111573,65965,wizard,z-ai/glm-5.3-flash,10,65809,,0.19999999999999998,65965,0,10,,5
0.7203174651349834,47466.76,242,told,0.00215476965,t11,28165.59533333333,28730.262000000002,0.00215477,66139,wizard,z-ai/glm-5.3-flash,10,65897,,0.19999999999999998,66139,1,10,,0
0.8117062979563929,53422.45,263,told,0.00179652825,t11,23340.04333333333,23953.71,0.00179653,66078,wizard,z-ai/glm-5.3-flash,10,65815,,0.19999999999999998,66078,2,10,,0
0.37830674506043555,74959.59,1935,discover,0.0047430108,t11,148971.18000000002,215591.40000000002,0.00474301,200080,sectioned,deepseek/deepseek-v4-flash-vision-exp,19,198145,,0.3181818181818182,200080,0,19,,2
0.0,0.0,3278,discover,0.016094900052,t11,162057.0,731586.366,0.0160949,162057,sectioned,deepseek/deepseek-v4-flash-vision-exp,17,158779,,0.3181818181818182,162057,1,17,,17
0.2900349679882427,34338.4,1046,discover,0.00536052825,t11,96027.45772727273,243660.375,0.00536053,119440,sectioned,deepseek/deepseek-v4-flash-vision-exp,15,118394,,0.3181818181818182,119440,2,15,,8
0.3651324271513705,59983.59,2577,discover,0.00464228424,t11,125958.09818181819,211012.92,0.00464228,166856,single_page,deepseek/deepseek-v4-flash-vision-exp,17,164279,,0.3181818181818182,166856,0,17,,3
0.0,0.0,3917,discover,0.0168363657,t11,168791.0,765289.3500000001,0.01683637,168791,single_page,deepseek/deepseek-v4-flash-vision-exp,17,164874,,0.3181818181818182,168791,1,17,,17
0.11596673537699276,12264.41,1083,discover,0.00401293827,t11,98478.9,182406.285,0.00401294,106841,single_page,deepseek/deepseek-v4-flash-vision-exp,14,105758,,0.3181818181818182,106841,2,14,,8
0.4299832152613789,74290.78,2069,discover,0.00405567756,t11,124192.18000000001,184348.98,0.00405568,174845,wizard,deepseek/deepseek-v4-flash-vision-exp,18,172776,,0.3181818181818182,174845,0,18,,1
0.0,0.0,1582,discover,0.011354289408,t11,132068.0,516104.064,0.01135429,132068,wizard,deepseek/deepseek-v4-flash-vision-exp,16,130486,,0.3181818181818182,132068,1,16,,16
0.3777025457486256,43901.5,994,discover,0.00370474632,t11,87294.15272727273,168397.56000000003,0.00370475,117227,wizard,deepseek/deepseek-v4-flash-vision-exp,15,116233,,0.3181818181818182,117227,2,15,,7
0.0,0.0,43,floor,0.00011137896,t11,1134.0,5062.68,0.00011138,1134,sectioned,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1134,0,1,,1
0.0,0.0,48,floor,0.00011458062,t11,1139.0,5208.21,0.00011458,1139,sectioned,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1139,1,1,,1
0.0,0.0,79,floor,0.000134430912,t11,1170.0,6110.496,0.00013443,1170,sectioned,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1170,2,1,,1
0.0,0.0,33,floor,0.0002596176,t11,1126.0,11800.800000000001,0.00025962,1126,single_page,deepseek/deepseek-v4-flash-vision-exp,1,1093,,0.3181818181818182,1126,0,1,,1
0.0,0.0,33,floor,0.00025399836,t11,1124.0,11545.380000000001,0.000254,1124,single_page,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1124,1,1,,1
0.0,0.0,73,floor,0.00013058892,t11,1164.0,5935.86,0.00013059,1164,single_page,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1164,2,1,,1
0.0,0.0,50,floor,0.000115861284,t11,1141.0,5266.4220000000005,0.00011586,1141,wizard,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1141,0,1,,1
0.0,0.0,35,floor,0.000106256304,t11,1126.0,4829.832,0.00010626,1126,wizard,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1126,1,1,,1
0.0,0.0,25,floor,9.9852984e-05,t11,1116.0,4538.772000000001,9.985e-05,1116,wizard,deepseek/deepseek-v4-flash-vision-exp,1,1091,,0.3181818181818182,1116,2,1,,1
0.23582978116445308,42987.76,3050,mid,0.00684826164,t11,156023.16,311284.62000000005,0.00684826,185333,sectioned,deepseek/deepseek-v4-flash-vision-exp,18,182283,,0.3181818181818182,185333,0,18,,9
0.0,0.0,8973,mid,0.031046535828000002,t11,291931.0,1411206.174,0.03104654,291931,sectioned,deepseek/deepseek-v4-flash-vision-exp,22,282958,,0.3181818181818182,291931,1,22,,22
0.0,0.0,1933,mid,0.01495922274,t11,162219.0,679964.67,0.01495922,162219,sectioned,deepseek/deepseek-v4-flash-vision-exp,17,160286,,0.3181818181818182,162219,2,17,,17
0.0,0.0,1804,mid,0.017172617616,t11,167436.0,780573.528,0.01717262,167436,single_page,deepseek/deepseek-v4-flash-vision-exp,17,165632,,0.3181818181818182,167436,0,17,,17
0.0,0.0,1486,mid,0.007686258624,t11,56279.0,349375.39200000005,0.00768626,56279,single_page,deepseek/deepseek-v4-flash-vision-exp,11,54793,,0.3181818181818182,56279,1,11,,11
0.16053693484780168,22430.06,2546,mid,0.00566981316,t11,126971.76000000001,257718.78000000003,0.00566981,142265,single_page,deepseek/deepseek-v4-flash-vision-exp,16,139719,,0.3181818181818182,142265,2,16,,8
0.20585621398048762,34540.82,2647,mid,0.00645161616,t11,146887.44,293255.28,0.00645162,170438,wizard,deepseek/deepseek-v4-flash-vision-exp,18,167791,,0.3181818181818182,170438,0,17,,8
0.0,0.0,3472,mid,0.01631168154,t11,169841.0,741440.0700000001,0.01631168,169841,wizard,deepseek/deepseek-v4-flash-vision-exp,18,166369,,0.3181818181818182,169841,1,18,,18
0.0,0.0,3676,mid,0.0212262138,t11,207195.0,964827.9,0.02122621,207195,wizard,deepseek/deepseek-v4-flash-vision-exp,21,203519,,0.3181818181818182,207195,2,21,,21
0.0,0.0,2463,skill,0.018376305948,t11,210681.0,835286.6340000001,0.01837631,210681,sectioned,deepseek/deepseek-v4-flash-vision-exp,19,208218,,0.3181818181818182,210681,0,19,,19
0.2889358165339658,54578.82,2274,skill,0.00513638136,t11,153957.1690909091,233471.88,0.00513638,191170,sectioned,deepseek/deepseek-v4-flash-vision-exp,19,188896,,0.3181818181818182,191170,1,19,,4
0.0,0.0,1311,skill,0.010346542668,t11,117765.0,470297.39400000003,0.01034654,117765,sectioned,deepseek/deepseek-v4-flash-vision-exp,15,116454,,0.3181818181818182,117765,2,15,,15
0.0,0.0,1593,skill,0.026839145124,t11,210062.0,1219961.142,0.02683915,210062,single_page,deepseek/deepseek-v4-flash-vision-exp,19,208469,,0.3181818181818182,210062,0,18,,19
0.11104644349830085,14214.5,2762,skill,0.00568886076,t11,121075.3,258584.58000000002,0.00568886,130767,single_page,deepseek/deepseek-v4-flash-vision-exp,15,128005,,0.3181818181818182,130767,1,15,,8
0.0,0.0,2814,skill,0.012712588812,t11,125495.0,577844.946,0.01271259,125495,single_page,deepseek/deepseek-v4-flash-vision-exp,15,122681,,0.3181818181818182,125495,2,15,,15
0.0,0.0,1446,skill,0.0148479408,t11,156388.0,674906.4,0.01484794,156388,wizard,deepseek/deepseek-v4-flash-vision-exp,17,154942,,0.3181818181818182,156388,0,17,,17
0.303314748771329,44990.98,1720,skill,0.00376683516,t11,119375.3490909091,171219.78,0.00376684,150051,wizard,deepseek/deepseek-v4-flash-vision-exp,17,148331,,0.3181818181818182,150051,1,16,,3
0.0,0.0,2516,skill,0.014526882216,t11,141922.0,660312.8280000001,0.01452688,141922,wizard,deepseek/deepseek-v4-flash-vision-exp,16,139406,,0.3181818181818182,141922,2,16,,16
0.0,0.0,513,told,0.004441827852,t11,41777.0,201901.266,0.00444183,41777,sectioned,deepseek/deepseek-v4-flash-vision-exp,10,41264,,0.3181818181818182,41777,0,10,,10
0.0,0.0,494,told,0.00271751238,t11,41859.0,123523.29000000001,0.00271751,41859,sectioned,deepseek/deepseek-v4-flash-vision-exp,10,41365,,0.3181818181818182,41859,1,10,,10
0.0,0.0,514,told,0.00239050548,t11,41797.0,108659.34,0.00239051,41797,sectioned,deepseek/deepseek-v4-flash-vision-exp,10,41283,,0.3181818181818182,41797,2,10,,10
0.0,0.0,626,told,0.00199198296,t11,35034.0,90544.68000000001,0.00199198,35034,single_page,deepseek/deepseek-v4-flash-vision-exp,9,34408,,0.3181818181818182,35034,0,9,,9
0.0,0.0,672,told,0.002010294,t11,35150.0,91377.0,0.00201029,35150,single_page,deepseek/deepseek-v4-flash-vision-exp,9,34478,,0.3181818181818182,35150,1,9,,9
0.0,0.0,691,told,0.002424216366,t11,35151.0,110191.653,0.00242422,35151,single_page,deepseek/deepseek-v4-flash-vision-exp,9,34460,,0.3181818181818182,35151,2,9,,9
0.9015878688859389,35317.0,394,told,0.00134349237,t11,15486.227272727272,61067.83500000001,0.00134349,39566,wizard,deepseek/deepseek-v4-flash-vision-exp,10,39172,,0.3181818181818182,39566,0,10,,10
0.0,0.0,477,told,0.00200059596,t11,39709.0,90936.18000000001,0.0020006,39709,wizard,deepseek/deepseek-v4-flash-vision-exp,10,39232,,0.3181818181818182,39709,1,10,,10
0.0,0.0,561,told,0.00203152356,t11,39683.0,92341.98000000001,0.00203152,39683,wizard,deepseek/deepseek-v4-flash-vision-exp,10,39122,,0.3181818181818182,39683,2,10,,10
0.0,0.0,5583,compile,0.002884464,t13_compile,6397.0,38459.520000000004,,,wizard,z-ai/glm-5.3-flash,1,814,,0.19999999999999998,6397,,1,,1
1.0,814.0,19805,compile,0.004962177,t13_compile,19967.8,66162.36,,,wizard,z-ai/glm-5.3-flash,1,814,,0.19999999999999998,20619,,1,,1
1.0,814.0,17119,compile,0.0042517728,t13_compile,17281.8,56690.304000000004,,,wizard,z-ai/glm-5.3-flash,1,814,,0.19999999999999998,17933,,1,,1
,0.0,0,deploy,0.00205972,t13_deploy,10399.0,27462.933333333334,,,wizard,z-ai/glm-5.3-flash,30,0,0.16666666666666663,0.19999999999999998,10399,,30,25,6
1.0,928.0,11386,compile,0.00744625431,t13_compile,11681.272727272728,338466.10500000004,,,wizard,deepseek/deepseek-v4-flash-vision-exp,1,928,,0.3181818181818182,12314,,1,,1
1.0,928.0,11175,compile,0.00730838691,t13_compile,11470.272727272728,332199.405,,,wizard,deepseek/deepseek-v4-flash-vision-exp,1,928,,0.3181818181818182,12103,,1,,1
1.0,928.0,16636,compile,0.01087660431,t13_compile,16931.272727272728,494391.105,,,wizard,deepseek/deepseek-v4-flash-vision-exp,1,928,,0.3181818181818182,17564,,1,,1
,0.0,0,deploy,0.00709478,t13_deploy,14718.0,322490.0,,,wizard,deepseek/deepseek-v4-flash-vision-exp,30,0,0.23333333333333328,0.3181818181818182,14718,,30,23,6
0.011248981558022944,3783.0099999999998,835,discover,0.67413654,t15,333728.27,337068.27,0.67413654,337133,wizard,anthropic/claude-sonnet-5,19,336298,,0.1,337133,0,19,,0
0.011218982922917257,832.37,144,told,0.14832773999999999,t15,73587.87000000001,74163.87000000001,0.14832774,74337,wizard,anthropic/claude-sonnet-5,10,74193,,0.1,74337,0,10,,0
0.06178352738249245,6447.42,759,discover,0.1220724648,t15,99956.054,101727.054,0.12207246,105114,wizard,z-ai/glm-5v-turbo,12,104355,,0.19999999999999998,105114,0,12,,0
0.10076616121308858,6691.78,639,told,0.0758226744,t15,61694.562,63185.562000000005,0.07582267,67048,wizard,z-ai/glm-5v-turbo,10,66409,,0.19999999999999998,67048,0,10,,0
